key,rmsd
8DP2_UMA,5.251494244391685
7TM6_GPJ,4.1113716448060575
8D5D_5DK,4.68960890397419
7XEK_9YX,2.1006159281828065
6ZT2_QPK,2.947018988318498
7VJT_7IJ,5.7091215410144
7FRX_O88,7.65029196432576
7UAW_MF6,4.324462464898498
7WUX_6OI,3.6759194868292155
7Z7F_IF3,4.241802975423608
7V14_ORU,3.9127192822271666
7POM_7VZ,2.4114670050768248
7SED_8VD,4.629660413086848
7OP9_06K,3.871902392440986
7RSV_7IQ,2.157580163764579
7TOM_5AD,4.914169725273025
6XHT_V2V,3.2397516674940188
7W05_GMP,2.1587267452070833
8F4J_PHO,8.78042154881849
7O1T_5X8,2.958024709843306
8AIJ_M9I,2.9488932151686864
7NLV_UJE,4.9844972085556165
6XBO_5MC,4.701962933258327
7N4W_P4V,320.3422162359805
7UJ4_OQ4,3.9860779313139276
7OMJ_GCP,1.24426889839233
7V43_C4O,4.059450133817281
7KRU_ATP,1.2843571943102046
7T9O_GEI,4.55551090117908
7QPP_VDX,0.6088501609472542
7MY1_IPE,1.8548281733802163
7KFO_IAC,4.453238376585664
7VYJ_CA0,2.007605159378867
7QFM_AY3,2.0823053361867916
7CNS_PMV,3.8904889688138806
7NP6_UK8,1.6926547841632351
7XRL_FWK,5.212385518817955
8G6P_API,4.078345847954374
7XIJ_EJ3,6.675357777399002
8EAD_UY0,2.130864416095574
7RC3_SAH,0.9600573714692962
7QHL_D5P,4.343735935572285
7AS1_21G,3.44341292626892
7EPV_FDA,3.943649801995979
7AN5_RDH,4.558514251382355
7FB7_8NF,3.675678610124965
7OU8_1XI,1.3391024223716002
7P1F_KFN,1.069586503061295
7LOU_IFM,2.472117626457911
7BLG_GAL,2.8840757501547274
7ZTL_BCN,3.5948724939170624
7ES1_UDP,1.5036457036640896
7MAE_XUS,5.572683739515921
7OEO_V9Z,6.133782947789489
8B8H_OJQ,3.63573201421401
7AMC_73B,3.9896391829221596
7RWO_7WN,3.034147420765306
7TB0_UD1,1.3715128358335429
6ZCY_QF8,2.8614977372353994
7MMH_ZJY,2.8840803383452216
6YRV_PJ8,4.121649718584371
6VS3_R6V,3.7015263268165777
8DW5_FQ7,2.594890124394497
7AVI_S2Q,5.576194972261811
7RH3_59O,3.999999513828139
7WL4_JFU,5.711232248902318
7CNQ_G8X,2.8490783822660086
6YT6_PKE,3.1463891090214045
8A2D_KXY,8.950573347301237
7N03_ZRP,2.6012207998380266
7TE8_P0T,5.489980662619884
7WDT_NGS,2.512124850041545
6M73_FNR,0.9826853816902685
7LZD_YHY,4.987365557241594
7TH4_FFO,4.819462974041194
7P85_5ZG,2.5368039723418545
7YZU_DO7,2.991561636903613
7UY4_SMI,4.901749596298575
7B0E_C2E,6.665514029714687
6VTA_AKN,7.42365406555827
7PJQ_OWH,3.7027588738786688
7ZXV_45D,8.906329751027663
7NPL_UKZ,3.9451431086396944
